"MATÈRIA","TIPUS","CODI","FULL","ETAPA","NIVELL","SHORT",""
"Medi","CRIT","2.4","Analitzar i interpretar la informació, les dades obtingudes en la investigació i les prediccions realitzades per valorar la coherència de possibles solucions a les qüestions plantejades.","PRI","6PRI","Analitzar i interpretar la informació","Analitzar i interpretar la informació, les dades obtingudes en la investigació i les prediccions realitzades per valorar la coherència de possibles solucions a les qüestions plantejades."
"Medi","CRIT","2.5","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió.","PRI","1PRI","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió."
"Medi","CRIT","2.5","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió.","PRI","2PRI","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió","Comunicar el resultat de les investigacions realitzades de manera oral, corporal i gràfica explicant el procés seguit amb ajuda d’un guió."
"Medi","CRIT","2.5","Presentar els resultats de les investigacions, utilitzar diferents tipus de formats, fent ús, també, de dispositius i recursos digitals i amb un llenguatge acurat per explicar els resultats i el procés de les investigacions realitzades","PRI","3PRI","Presentar els resultats de les investigacions","Presentar els resultats de les investigacions, utilitzar diferents tipus de formats, fent ús, també, de dispositius i recursos digitals i amb un llenguatge acurat per explicar els resultats i el procés de les investigacions realitzades"
"Medi","CRIT","2.5","Presentar els resultats de les investigacions, utilitzar diferents tipus de formats, fent ús, també, de dispositius i recursos digitals i amb un llenguatge acurat per explicar els resultats i el procés de les investigacions realitzades","PRI","4PRI","Presentar els resultats de les investigacions","Presentar els resultats de les investigacions, utilitzar diferents tipus de formats, fent ús, també, de dispositius i recursos digitals i amb un llenguatge acurat per explicar els resultats i el procés de les investigacions realitzades"
"Medi","CRIT","2.5","Adaptar el missatge i el format a l’audiència a què va dirigit, fent ús, també, de dispositius i recursos digitals fent servir un llenguatge acurat i precís per justificar els resultats aconseguits i el procés de les investigacions realitzades.","PRI","5PRI","Adaptar el missatge i el format a l’audiència a què va dirigit","Adaptar el missatge i el format a l’audiència a què va dirigit, fent ús, també, de dispositius i recursos digitals fent servir un llenguatge acurat i precís per justificar els resultats aconseguits i el procés de les investigacions realitzades."
"Medi","CRIT","2.5","Adaptar el missatge i el format a l’audiència a què va dirigit, fent ús, també, de dispositius i recursos digitals fent servir un llenguatge acurat i precís per justificar els resultats aconseguits i el procés de les investigacions realitzades.","PRI","6PRI","Adaptar el missatge i el format a l’audiència a què va dirigit","Adaptar el missatge i el format a l’audiència a què va dirigit, fent ús, també, de dispositius i recursos digitals fent servir un llenguatge acurat i precís per justificar els resultats aconseguits i el procés de les investigacions realitzades."
"Medi","CRIT","3.1","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius, de manera guiada, per a la creació de prototips que els resolguin.","PRI","1PRI","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius, de manera guiada, per a la creació de prototips que els resolguin."
"Medi","CRIT","3.1","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius, de manera guiada, per a la creació de prototips que els resolguin.","PRI","2PRI","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius","Reconèixer necessitats o identificar reptes concrets de l’entorn proper i participar en projectes interdisciplinaris cooperatius, de manera guiada, per a la creació de prototips que els resolguin."
"Medi","CRIT","3.1","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions digitals que els resolguin.","PRI","3PRI","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions digitals que els resolguin."
"Medi","CRIT","3.1","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions digitals que els resolguin.","PRI","4PRI","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions","Identificar i analitzar necessitats o reptes de l’entorn proper i establir objectius senzills per a la creació de prototips o solucions digitals que els resolguin."
"Medi","CRIT","3.1","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin.","PRI","5PRI","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin."
"Medi","CRIT","3.1","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin.","PRI","6PRI","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin","Avaluar les necessitats de l’entorn i establir objectius concrets per a la creació de prototips o solucions digitals que les resolguin."
"Medi","CRIT","3.2","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint- les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt.","PRI","1PRI","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint- les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt."
"Medi","CRIT","3.2","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint- les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt.","PRI","2PRI","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament","Aportar idees que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint- les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt."
"Medi","CRIT","3.2","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint-les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt.","PRI","3PRI","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint-les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt."
"Medi","CRIT","3.2","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint-les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt.","PRI","4PRI","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament","Proposar possibles solucions que puguin donar resposta a un problema o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, compartint-les a través de descripcions orals, representacions i models i establir cooperativament CRITs per avaluar el projecte i la gestió del treball conjunt."
"Medi","CRIT","3.2","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, mitjançant estratègies bàsiques de gestió de projectes cooperatius, tenint en compte els recursos necessaris, les fases d’execució i establint CRITs concrets per avaluar la seva viabilitat.","PRI","5PRI","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, mitjançant estratègies bàsiques de gestió de projectes cooperatius, tenint en compte els recursos necessaris, les fases d’execució i establint CRITs concrets per avaluar la seva viabilitat."
"Medi","CRIT","3.2","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, mitjançant estratègies bàsiques de gestió de projectes cooperatius, tenint en compte els recursos necessaris, les fases d’execució i establint CRITs concrets per avaluar la seva viabilitat.","PRI","6PRI","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament","Dissenyar possibles solucions a problemes plantejats d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, mitjançant estratègies bàsiques de gestió de projectes cooperatius, tenint en compte els recursos necessaris, les fases d’execució i establint CRITs concrets per avaluar la seva viabilitat."
"Medi","CRIT","3.3","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional i provant, en equip, els diferents prototips fent ús de forma segura de les eines i els materials adequats","PRI","1PRI","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional i provant, en equip, els diferents prototips fent ús de forma segura de les eines i els materials adequats"
"Medi","CRIT","3.3","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional i provant, en equip, els diferents prototips fent ús de forma segura de les eines i els materials adequats","PRI","2PRI","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Construir un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional i provant, en equip, els diferents prototips fent ús de forma segura de les eines i els materials adequats"
"Medi","CRIT","3.3","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura dels dispositius, les eines i els materials adequats.","PRI","3PRI","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura dels dispositius, les eines i els materials adequats."
"Medi","CRIT","3.3","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura dels dispositius, les eines i els materials adequats.","PRI","4PRI","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Elaborar un producte final senzill que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura dels dispositius, les eines i els materials adequats."
"Medi","CRIT","3.3","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura i responsable dels dispositius, eines, tècniques i materials adequats.","PRI","5PRI","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura i responsable dels dispositius, eines, tècniques i materials adequats."
"Medi","CRIT","3.3","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura i responsable dels dispositius, eines, tècniques i materials adequats.","PRI","6PRI","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament","Elaborar i desenvolupar un producte final que solucioni un repte o necessitat d’acord amb diferents formes de raonament, com el pensament de disseny o el pensament computacional, i provant, en equip, els diferents prototips o solucions digitals fent ús de forma segura i responsable dels dispositius, eines, tècniques i materials adequats."
"Medi","CRIT","3.4","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió.","PRI","1PRI","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió."
"Medi","CRIT","3.4","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió.","PRI","2PRI","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió","Mostrar, de forma oral o gràfica, el producte final explicant el procés seguit, amb ajuda d’un guió."
"Medi","CRIT","3.4","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits del projecte.","PRI","3PRI","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits del projecte."
"Medi","CRIT","3.4","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits del projecte.","PRI","4PRI","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits","Presentar els resultats obtinguts explicant el procés seguit i justificant per què el prototip o solució digital compleix amb els requisits del projecte."
"Medi","CRIT","3.4","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència, justificant per què el prototip o solució digital compleix amb els requisits del projecte i suggerir possibles reptes per futurs projectes.","PRI","5PRI","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència, justificant per què el prototip o solució digital compleix amb els requisits del projecte i suggerir possibles reptes per futurs projectes."
"Medi","CRIT","3.4","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència, justificant per què el prototip o solució digital compleix amb els requisits del projecte i suggerir possibles reptes per futurs projectes.","PRI","6PRI","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència","Comunicar els resultats obtinguts i el procés seguit adaptant el missatge i el format a l’audiència, justificant per què el prototip o solució digital compleix amb els requisits del projecte i suggerir possibles reptes per futurs projectes."
"Medi","CRIT","4.1","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene, alimentació variada i equilibrada, exercici físic i descans.","PRI","1PRI","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene, alimentació variada i equilibrada, exercici físic i descans."
"Medi","CRIT","4.1","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene, alimentació variada i equilibrada, exercici físic i descans.","PRI","2PRI","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene","Reconèixer i adoptar hàbits de vida saludable seguint pautes donades sobre higiene, alimentació variada i equilibrada, exercici físic i descans."
"Medi","CRIT","4.1","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene, l’alimentació variada i equilibrada, l’exercici físic i el descans.","PRI","3PRI","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene, l’alimentació variada i equilibrada, l’exercici físic i el descans."
"Medi","CRIT","4.1","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene, l’alimentació variada i equilibrada, l’exercici físic i el descans.","PRI","4PRI","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene","Adoptar de forma autònoma hàbits de vida saludable valorant la importància de la higiene, l’alimentació variada i equilibrada, l’exercici físic i el descans."
"Medi","CRIT","4.1","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una alimentació variada i equilibrada, l’exercici físic, el descans i la higiene.","PRI","5PRI","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una alimentació variada i equilibrada, l’exercici físic, el descans i la higiene."
"Medi","CRIT","4.1","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una alimentació variada i equilibrada, l’exercici físic, el descans i la higiene.","PRI","6PRI","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una","Analitzar i fer propostes de millora justificades dels hàbits personals i col·lectius de vida saludables valorant la importància d’una alimentació variada i equilibrada, l’exercici físic, el descans i la higiene."
"Medi","CRIT","4.2","Prendre decisions personals sobre alimentació, higiene i salut a partir de coneixements i CRITs científics bàsics, per a la prevenció i guariment de malalties pròpies i usuals","PRI","1PRI","Prendre decisions personals sobre alimentació","Prendre decisions personals sobre alimentació, higiene i salut a partir de coneixements i CRITs científics bàsics, per a la prevenció i guariment de malalties pròpies i usuals"
"Medi","CRIT","4.2","Prendre decisions personals sobre alimentació, higiene i salut a partir de coneixements i CRITs científics bàsics, per a la prevenció i guariment de malalties pròpies i usuals","PRI","2PRI","Prendre decisions personals sobre alimentació","Prendre decisions personals sobre alimentació, higiene i salut a partir de coneixements i CRITs científics bàsics, per a la prevenció i guariment de malalties pròpies i usuals"
"Medi","CRIT","4.2","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut a partir de coneixements i CRITs científics, per a la prevenció i guariment de malalties en el context proper.","PRI","3PRI","Prendre decisions personals i col·lectives sobre alimentació","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut a partir de coneixements i CRITs científics, per a la prevenció i guariment de malalties en el context proper."
"Medi","CRIT","4.2","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut a partir de coneixements i CRITs científics, per a la prevenció i guariment de malalties en el context proper.","PRI","4PRI","Prendre decisions personals i col·lectives sobre alimentació","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut a partir de coneixements i CRITs científics, per a la prevenció i guariment de malalties en el context proper."
"Medi","CRIT","4.2","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut relacionant diferents coneixements i CRITs científics, per a la prevenció i guariment de malalties en l’àmbit global.","PRI","5PRI","Prendre decisions personals i col·lectives sobre alimentació","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut relacionant diferents coneixements i CRITs científics, per a la prevenció i guariment de malalties en l’àmbit global."
"Medi","CRIT","4.2","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut relacionant diferents coneixements i CRITs científics, per a la prevenció i guariment de malalties en l’àmbit global.","PRI","6PRI","Prendre decisions personals i col·lectives sobre alimentació","Prendre decisions personals i col·lectives sobre alimentació, higiene i salut relacionant diferents coneixements i CRITs científics, per a la prevenció i guariment de malalties en l’àmbit global."
"Medi","CRIT","4.3","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social, reconeixent les emocions pròpies i alienes per generar relacions de respecte.","PRI","1PRI","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social, reconeixent les emocions pròpies i alienes per generar relacions de respecte."
"Medi","CRIT","4.3","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social, reconeixent les emocions pròpies i alienes per generar relacions de respecte.","PRI","2PRI","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social","Diferenciar accions que afavoreixin el benestar i equilibri emocional i social, reconeixent les emocions pròpies i alienes per generar relacions de respecte."
"Medi","CRIT","4.3","Mostrar actituds que fomenten el benestar i equilibri emocional i social, identificar les emocions pròpies i alienes, mostrant empatia i establint relacions afectives i saludables.","PRI","3PRI","Mostrar actituds que fomenten el benestar i equilibri emocional i social","Mostrar actituds que fomenten el benestar i equilibri emocional i social, identificar les emocions pròpies i alienes, mostrant empatia i establint relacions afectives i saludables."
"Medi","CRIT","4.3","Mostrar actituds que fomenten el benestar i equilibri emocional i social, identificar les emocions pròpies i alienes, mostrant empatia i establint relacions afectives i saludables.","PRI","4PRI","Mostrar actituds que fomenten el benestar i equilibri emocional i social","Mostrar actituds que fomenten el benestar i equilibri emocional i social, identificar les emocions pròpies i alienes, mostrant empatia i establint relacions afectives i saludables."
"Medi","CRIT","4.3","Promoure actituds que fomenten el benestar i equilibri emocional i social, validant les emocions que activen relacions afectives saludables i resoldre amb CRIT situacions diverses també relacionades amb l’ús de la tecnologia i la gestió del temps lliure.","PRI","5PRI","Promoure actituds que fomenten el benestar i equilibri emocional i social","Promoure actituds que fomenten el benestar i equilibri emocional i social, validant les emocions que activen relacions afectives saludables i resoldre amb CRIT situacions diverses també relacionades amb l’ús de la tecnologia i la gestió del temps lliure."
"Medi","CRIT","4.3","Promoure actituds que fomenten el benestar i equilibri emocional i social, validant les emocions que activen relacions afectives saludables i resoldre amb CRIT situacions diverses també relacionades amb l’ús de la tecnologia i la gestió del temps lliure.","PRI","6PRI","Promoure actituds que fomenten el benestar i equilibri emocional i social","Promoure actituds que fomenten el benestar i equilibri emocional i social, validant les emocions que activen relacions afectives saludables i resoldre amb CRIT situacions diverses també relacionades amb l’ús de la tecnologia i la gestió del temps lliure."
"Medi","CRIT","5.1","Reconèixer les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats de manera pautada.","PRI","1PRI","Reconèixer les característiques","Reconèixer les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats de manera pautada."
"Medi","CRIT","5.1","Reconèixer les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats de manera pautada.","PRI","2PRI","Reconèixer les característiques","Reconèixer les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats de manera pautada."
"Medi","CRIT","5.1","Identificar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats.","PRI","3PRI","Identificar les característiques","Identificar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats."
"Medi","CRIT","5.1","Identificar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats.","PRI","4PRI","Identificar les característiques","Identificar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats."
"Medi","CRIT","5.1","Identificar i analitzar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats.","PRI","5PRI","Identificar i analitzar les característiques","Identificar i analitzar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats."
"Medi","CRIT","5.1","Identificar i analitzar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats.","PRI","6PRI","Identificar i analitzar les característiques","Identificar i analitzar les característiques, propietats i l’organització dels elements del medi natural, social i cultural a través de metodologies d’indagació i utilitzant les eines i processos adequats."
"Medi","CRIT","5.2","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural.","PRI","1PRI","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural."
"Medi","CRIT","5.2","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural.","PRI","2PRI","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural","Reconèixer connexions directes entre diferents elements del medi natural, social i cultural."
"Medi","CRIT","5.2","Reconèixer connexions entre diferents elements del medi natural social i cultural, comprenent les relacions que s'estableixen i fent prediccions dels possibles efectes","PRI","3PRI","Reconèixer connexions entre diferents elements del medi natural social i cultural","Reconèixer connexions entre diferents elements del medi natural social i cultural, comprenent les relacions que s'estableixen i fent prediccions dels possibles efectes"
"Medi","CRIT","5.2","Reconèixer connexions entre diferents elements del medi natural social i cultural, comprenent les relacions que s'estableixen i fent prediccions dels possibles efectes","PRI","4PRI","Reconèixer connexions entre diferents elements del medi natural social i cultural","Reconèixer connexions entre diferents elements del medi natural social i cultural, comprenent les relacions que s'estableixen i fent prediccions dels possibles efectes"
"Medi","CRIT","5.2","Establir connexions entre diferents elements del medi natural social i cultural, analitzant les relacions que s’hi estableixen i fer prediccions dels possibles efectes.","PRI","5PRI","Establir connexions entre diferents elements del medi natural social i cultural","Establir connexions entre diferents elements del medi natural social i cultural, analitzant les relacions que s’hi estableixen i fer prediccions dels possibles efectes."
"Medi","CRIT","5.2","Establir connexions entre diferents elements del medi natural social i cultural, analitzant les relacions que s’hi estableixen i fer prediccions dels possibles efectes.","PRI","6PRI","Establir connexions entre diferents elements del medi natural social i cultural","Establir connexions entre diferents elements del medi natural social i cultural, analitzant les relacions que s’hi estableixen i fer prediccions dels possibles efectes."
"Medi","CRIT","5.3","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú.","PRI","1PRI","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú."
"Medi","CRIT","5.3","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú.","PRI","2PRI","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú","Mostrar actituds de respecte cap al patrimoni natural i cultural reconeixent-lo com un bé comú."
"Medi","CRIT","5.3","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú, adoptant conductes respectuoses per al seu gaudiment i proposant accions per a la seva conservació i millora.","PRI","3PRI","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú, adoptant conductes respectuoses per al seu gaudiment i proposant accions per a la seva conservació i millora."
"Medi","CRIT","5.3","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú, adoptant conductes respectuoses per al seu gaudiment i proposant accions per a la seva conservació i millora.","PRI","4PRI","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú","Valorar i protegir el patrimoni natural i cultural considerant-lo com un bé comú, adoptant conductes respectuoses per al seu gaudiment i proposant accions per a la seva conservació i millora."
"Medi","CRIT","5.3","Valorar i proposar accions de conservació, protecció i millora del patrimoni natural i cultural, a través de compromisos i conductes a favor de la sostenibilitat.","PRI","5PRI","Valorar i proposar accions de conservació","Valorar i proposar accions de conservació, protecció i millora del patrimoni natural i cultural, a través de compromisos i conductes a favor de la sostenibilitat."
"Medi","CRIT","5.3","Valorar i proposar accions de conservació, protecció i millora del patrimoni natural i cultural, a través de compromisos i conductes a favor de la sostenibilitat.","PRI","6PRI","Valorar i proposar accions de conservació","Valorar i proposar accions de conservació, protecció i millora del patrimoni natural i cultural, a través de compromisos i conductes a favor de la sostenibilitat."
"Medi","CRIT","6.1","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn.","PRI","1PRI","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn."
"Medi","CRIT","6.1","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn.","PRI","2PRI","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn","Identificar la relació de l’ésser humà amb el món que l’envolta en l’ús i aprofitament dels elements i recursos de l’entorn."
